Trait1	Trait2	pval	BH	rho	order1	order2	order_var1	order_var2	BH.NA
A7	D8	0.09228925	0.17262841	0.029759744	84	75	x084_A7	x075_D8	NA
A7	D9	0	0	0.238138646	84	89	x084_A7	x089_D9	0
A7	x1	0.126235398	0.223437027	0.027032625	84	59	x084_A7	x059_x1	NA
A7	x10	0	0	0.305479765	84	65	x084_A7	x065_x10	0
A7	x11	0.858192076	0.910272735	0.003159309	84	27	x084_A7	x027_x11	NA
A7	x12	0	0	-0.302776873	84	66	x084_A7	x066_x12	0
A7	x13	0.435736169	0.585441133	-0.01378079	84	49	x084_A7	x049_x13	NA
A7	x14	0	0	-0.196177751	84	73	x084_A7	x073_x14	0
A7	x15	0	0	-0.225667909	84	74	x084_A7	x074_x15	0
A7	x2	0.001731136	0.00452602	0.055352129	84	60	x084_A7	x060_x2	0.00452602
A7	x3	0.108836353	0.197899283	0.028346127	84	61	x084_A7	x061_x3	NA
A7	x4	0.761839859	0.850033493	0.005358711	84	62	x084_A7	x062_x4	NA
A7	x5	0.008768399	0.020736313	-0.046318356	84	57	x084_A7	x057_x5	0.020736313
A7	x6	0.284444063	0.42931575	-0.018924732	84	58	x084_A7	x058_x6	NA
A7	x7	0	0	0.216618732	84	71	x084_A7	x071_x7	0
A7	x8	0	0	0.189225048	84	72	x084_A7	x072_x8	0
A7	x9	0.384646539	0.537518881	0.015371074	84	48	x084_A7	x048_x9	NA
A7	y1	3.55E-15	1.79E-14	0.138498098	84	44	x084_A7	x044_y1	1.79E-14
A7	y10	0	0	0.206429586	84	63	x084_A7	x063_y10	0
A7	y11	0	0	-0.251636684	84	52	x084_A7	x052_y11	0
A7	y12	0	0	0.203597724	84	64	x084_A7	x064_y12	0
A7	y13	7.46E-08	2.70E-07	0.094910458	84	87	x084_A7	x087_y13	0.00000027
A7	y14	0	0	-0.18269372	84	55	x084_A7	x055_y14	0
A7	y15	0	0	-0.238824323	84	56	x084_A7	x056_y15	0
A7	y2	1.78E-15	9.07E-15	0.139916301	84	45	x084_A7	x045_y2	9.07E-15
A7	y3	4.45E-05	0.000135288	0.072096847	84	46	x084_A7	x046_y3	0.000135288
A7	y4	1.47E-05	4.62E-05	0.07650236	84	47	x084_A7	x047_y4	0.0000462
A7	y5	8.88E-16	4.58E-15	0.141744971	84	42	x084_A7	x042_y5	4.58E-15
A7	y6	1.78E-15	9.07E-15	0.140061378	84	43	x084_A7	x043_y6	9.07E-15
A7	y7	0	0	-0.24804841	84	53	x084_A7	x053_y7	0
A7	y8	0	0	-0.206179529	84	54	x084_A7	x054_y8	0
A7	y9	1.75E-09	6.92E-09	0.106128305	84	86	x084_A7	x086_y9	6.92E-09
A13	A1	0	0	-0.191005081	85	68	x085_A13	x068_A1	0
A13	A10	0	0	-0.26070559	85	91	x085_A13	x091_A10	0
A13	A11	3.54E-10	1.44E-09	0.110575281	85	80	x085_A13	x080_A11	1.44E-09
A13	A12	0	0	0.173032343	85	98	x085_A13	x098_A12	0
A13	A13	NA	NA	1	85	85	x085_A13	x085_A13	NA
A13	A14	1.35E-12	6.11E-12	0.124851324	85	95	x085_A13	x095_A14	6.11E-12
A13	A15	0	0	0.168276459	85	81	x085_A13	x081_A15	0
A13	A16	0	0	-0.235787138	85	94	x085_A13	x094_A16	0
A13	A17	0	0	0.307062596	85	79	x085_A13	x079_A17	0
A13	A18	0.002537147	0.006475179	0.053341195	85	99	x085_A13	x099_A18	0.006475179
A13	A19	0	0	0.399995178	85	82	x085_A13	x082_A19	0
A13	A2	4.15E-07	1.44E-06	0.08932931	85	100	x085_A13	x100_A2	0.00000144
A13	A20	1.22E-05	3.85E-05	-0.077226624	85	96	x085_A13	x096_A20	0.0000385
A13	A3	0	0	0.191136569	85	69	x085_A13	x069_A3	0
A13	A4	4.21E-11	1.78E-10	-0.116242424	85	92	x085_A13	x092_A4	1.78E-10
A13	A5	0.00016132	0.000471304	0.066638663	85	101	x085_A13	x101_A5	0.000471304
A13	A6	1.92E-06	6.43E-06	-0.084049709	85	97	x085_A13	x097_A6	0.00000643
A13	A7	0	0	0.409783512	85	84	x085_A13	x084_A7	0
A13	A8	1.93E-08	7.21E-08	0.09909457	85	93	x085_A13	x093_A8	7.21E-08
A13	A9	0	0	0.346861839	85	83	x085_A13	x083_A9	0
A13	B1	0.491507936	0.635523064	0.01216309	85	26	x085_A13	x026_B1	NA
A13	B10	0.010426247	0.024321149	0.045266323	85	2	x085_A13	x002_B10	0.024321149
A13	B11	0.563299717	0.698878685	0.010218889	85	6	x085_A13	x006_B11	NA
A13	B12	0.445482261	0.593757973	0.013490051	85	14	x085_A13	x014_B12	NA
A13	B13	0.168195715	0.281972403	0.024362357	85	9	x085_A13	x009_B13	NA
A13	B14	0.012239584	0.028297843	0.044274062	85	4	x085_A13	x004_B14	0.028297843
A13	B15	0.795264439	0.870319516	0.004588064	85	15	x085_A13	x015_B15	NA
A13	B16	0.11185802	0.20256069	0.02810671	85	16	x085_A13	x016_B16	NA
A13	B17	0.433065652	0.582839794	-0.013861107	85	7	x085_A13	x007_B17	NA
A13	B18	0.036101209	0.07601923	0.037044574	85	17	x085_A13	x017_B18	NA
A13	B19	0.693894364	0.801521524	0.006959047	85	10	x085_A13	x010_B19	NA
A13	B2	0.144513173	0.249454787	0.02579681	85	25	x085_A13	x025_B2	NA
A13	B20	0.051867889	0.104415042	0.034367334	85	8	x085_A13	x008_B20	NA
A13	B3	0.608004176	0.731830228	-0.009069248	85	23	x085_A13	x023_B3	NA
A13	B4	0.769542835	0.855602615	0.005180258	85	1	x085_A13	x001_B4	NA
A13	B5	0.581249794	0.712595607	0.009752351	85	5	x085_A13	x005_B5	NA
A13	B6	0.37427731	0.526634067	0.015709143	85	13	x085_A13	x013_B6	NA
A13	B7	0.386292425	0.539129651	0.015317929	85	11	x085_A13	x011_B7	NA
A13	B8	0.237894319	0.374521125	0.020866977	85	3	x085_A13	x003_B8	NA
A13	B9	0.210755401	0.340193492	0.022125922	85	12	x085_A13	x012_B9	NA
A13	C1	0.69621531	0.803428447	0.006903507	85	21	x085_A13	x021_C1	NA
A13	C10	0.011364258	0.026406483	-0.044735461	85	30	x085_A13	x030_C10	0.026406483
A13	C11	0.95818455	0.974108255	-0.000927091	85	35	x085_A13	x035_C11	NA
A13	C12	0.093462436	0.174441876	0.029653121	85	29	x085_A13	x029_C12	NA
A13	C13	0.444633579	0.593273605	0.013515223	85	33	x085_A13	x033_C13	NA
A13	C14	0.343139873	0.49497679	-0.016760821	85	31	x085_A13	x031_C14	NA
A13	C15	0.138884115	0.241826974	-0.026163885	85	40	x085_A13	x040_C15	NA
A13	C16	0.907244227	0.9409912	0.002060198	85	37	x085_A13	x037_C16	NA
A13	C17	0.049098835	0.099383771	-0.034782551	85	39	x085_A13	x039_C17	NA
A13	C18	0.589696041	0.720152326	0.009535171	85	36	x085_A13	x036_C18	NA
A13	C19	0.35909355	0.511224373	0.016214814	85	41	x085_A13	x041_C19	NA
A13	C2	0.293153864	0.438925429	-0.018586013	85	19	x085_A13	x019_C2	NA
A13	C20	0.171135878	0.286101391	-0.024195137	85	38	x085_A13	x038_C20	NA
A13	C3	0.367909496	0.519814467	0.015919628	85	22	x085_A13	x022_C3	NA
A13	C4	0.290541116	0.436004825	-0.018686902	85	20	x085_A13	x020_C4	NA
A13	C5	0.147697028	0.253927067	0.025594018	85	24	x085_A13	x024_C5	NA
A13	C6	0.481737499	0.627106868	-0.012438865	85	18	x085_A13	x018_C6	NA
A13	C7	0.93651114	0.959395811	-0.001408456	85	34	x085_A13	x034_C7	NA
A13	C8	0.424177066	0.574676047	0.014130521	85	28	x085_A13	x028_C8	NA
A13	C9	0.232898605	0.368300484	0.021090738	85	32	x085_A13	x032_C9	NA
A13	D1	0	0	-0.180066645	85	51	x085_A13	x051_D1	0
A13	D10	0	0	0.198150948	85	77	x085_A13	x077_D10	0
A13	D11	0	0	-0.350885779	85	88	x085_A13	x088_D11	0
A13	D12	0	0	-0.342023671	85	76	x085_A13	x076_D12	0
A13	D13	7.74E-07	2.64E-06	0.087215498	85	90	x085_A13	x090_D13	0.00000264
A13	D14	0	0	0.268401504	85	78	x085_A13	x078_D14	0
A13	D15	3.68E-09	1.43E-08	0.104006492	85	105	x085_A13	x105_D15	1.43E-08
A13	D16	0.002002431	0.005192291	0.054593787	85	109	x085_A13	x109_D16	0.005192291
A13	D17	0.640878792	0.75825308	0.008247904	85	106	x085_A13	x106_D17	NA
A13	D18	1.18E-06	4.01E-06	-0.085747406	85	108	x085_A13	x108_D18	0.00000401
A13	D19	0.003904062	0.009703503	0.050993182	85	107	x085_A13	x107_D19	0.009703503
A13	D2	0.000464797	0.001299655	-0.061831798	85	70	x085_A13	x070_D2	0.001299655
A13	D20	1.05E-07	3.78E-07	0.093809202	85	110	x085_A13	x110_D20	0.000000378
A13	D3	0.651304913	0.76710667	0.007991171	85	50	x085_A13	x050_D3	NA
A13	D4	0.669081515	0.7820518	0.007557257	85	102	x085_A13	x102_D4	NA
A13	D5	0	0	-0.166392952	85	103	x085_A13	x103_D5	0
A13	D6	0	0	-0.170660704	85	67	x085_A13	x067_D6	0
A13	D7	0	0	-0.153384328	85	104	x085_A13	x104_D7	0
A13	D8	0.810216387	0.88073386	-0.004246213	85	75	x085_A13	x075_D8	NA
A13	D9	0	0	0.2087183	85	89	x085_A13	x089_D9	0
A13	x1	0.355714053	0.507618603	-0.016329175	85	59	x085_A13	x059_x1	NA
A13	x10	0	0	0.160012767	85	65	x085_A13	x065_x10	0
A13	x11	0.831232584	0.894335847	-0.003768353	85	27	x085_A13	x027_x11	NA
A13	x12	0	0	-0.162698299	85	66	x085_A13	x066_x12	0
A13	x13	0.456804235	0.604267738	0.013156812	85	49	x085_A13	x049_x13	NA
A13	x14	0	0	-0.229605421	85	73	x085_A13	x073_x14	0
A13	x15	0	0	-0.220071688	85	74	x085_A13	x074_x15	0
A13	x2	0.937991426	0.960583977	0.001375549	85	60	x085_A13	x060_x2	NA
A13	x3	0.00535571	0.013078405	0.049210873	85	61	x085_A13	x061_x3	0.013078405
A13	x4	0.765236724	0.852385593	-0.005279951	85	62	x085_A13	x062_x4	NA
A13	x5	0.300035054	0.446995564	0.018323155	85	57	x085_A13	x057_x5	NA
A13	x6	0.06024157	0.119348385	0.03321534	85	58	x085_A13	x058_x6	NA
A13	x7	0	0	0.215272084	85	71	x085_A13	x071_x7	0
A13	x8	0	0	0.224515051	85	72	x085_A13	x072_x8	0
A13	x9	0.307918161	0.45681004	-0.018026914	85	48	x085_A13	x048_x9	NA
A13	y1	0.871623393	0.918568667	0.002857318	85	44	x085_A13	x044_y1	NA
A13	y10	0	0	0.169990093	85	63	x085_A13	x063_y10	0
A13	y11	1.33E-15	6.83E-15	-0.140439436	85	52	x085_A13	x052_y11	6.83E-15
A13	y12	0	0	0.177593201	85	64	x085_A13	x064_y12	0
A13	y13	7.55E-15	3.77E-14	0.136866033	85	87	x085_A13	x087_y13	3.77E-14
A13	y14	1.47E-13	6.95E-13	-0.130104363	85	55	x085_A13	x055_y14	6.95E-13
A13	y15	0	0	-0.165045261	85	56	x085_A13	x056_y15	0
A13	y2	0.649650743	0.765609633	0.008031789	85	45	x085_A13	x045_y2	NA
A13	y3	0.043054294	0.088697763	-0.035762101	85	46	x085_A13	x046_y3	NA
A13	y4	0.124252617	0.220644088	-0.027174868	85	47	x085_A13	x047_y4	NA
A13	y5	0.485044451	0.629188802	0.012345189	85	42	x085_A13	x042_y5	NA
A13	y6	0.731198745	0.827707039	0.006074202	85	43	x085_A13	x043_y6	NA
A13	y7	0	0	-0.15462023	85	53	x085_A13	x053_y7	0
A13	y8	9.33E-15	4.64E-14	-0.136367962	85	54	x085_A13	x054_y8	4.64E-14
A13	y9	1.04E-12	4.71E-12	0.125491098	85	86	x085_A13	x086_y9	4.71E-12
y9	A1	3.51E-13	1.63E-12	-0.128075063	86	68	x086_y9	x068_A1	1.63E-12
y9	A10	4.08E-12	1.80E-11	0.12215168	86	91	x086_y9	x091_A10	1.8E-11
y9	A11	9.90E-10	3.94E-09	-0.107739896	86	80	x086_y9	x080_A11	3.94E-09
y9	A12	0	0	0.161577061	86	98	x086_y9	x098_A12	0
y9	A13	1.04E-12	4.71E-12	0.125491098	86	85	x086_y9	x085_A13	4.71E-12
y9	A14	0	0	0.177676484	86	95	x086_y9	x095_A14	0
y9	A15	1.51E-05	4.74E-05	-0.076400407	86	81	x086_y9	x081_A15	0.0000474
y9	A16	9.30E-09	3.54E-08	0.101286925	86	94	x086_y9	x094_A16	3.54E-08
y9	A17	0.421375229	0.572206469	0.014216126	86	79	x086_y9	x079_A17	NA
y9	A18	3.55E-15	1.79E-14	0.138548791	86	99	x086_y9	x099_A18	1.79E-14
y9	A19	0.941996733	0.963204915	0.001286536	86	82	x086_y9	x082_A19	NA
y9	A2	0	0	0.409711331	86	100	x086_y9	x100_A2	0
y9	A20	0.000241001	0.000689643	0.064852864	86	96	x086_y9	x096_A20	0.000689643
y9	A3	0	0	0.171391219	86	69	x086_y9	x069_A3	0
y9	A4	0.181483512	0.300883201	0.023623165	86	92	x086_y9	x092_A4	NA
y9	A5	6.58E-09	2.53E-08	-0.102310255	86	101	x086_y9	x101_A5	2.53E-08
y9	A6	0.043795532	0.089977456	0.035635967	86	97	x086_y9	x097_A6	NA
y9	A7	1.75E-09	6.92E-09	0.106128305	86	84	x086_y9	x084_A7	6.92E-09
y9	A8	0	0	0.228980288	86	93	x086_y9	x093_A8	0
y9	A9	0.049514356	0.100147964	0.034719013	86	83	x086_y9	x083_A9	NA
y9	B1	0.121127865	0.216248229	-0.027402671	86	26	x086_y9	x026_B1	NA
y9	B10	0.905997005	0.940674063	0.002088028	86	2	x086_y9	x002_B10	NA
y9	B11	0.426533666	0.576695834	0.014058774	86	6	x086_y9	x006_B11	NA
y9	B12	0.980957777	0.987708383	-0.000422032	86	14	x086_y9	x014_B12	NA
y9	B13	0.767454716	0.85423153	0.00522858	86	9	x086_y9	x009_B13	NA
y9	B14	0.436971705	0.586050418	0.013743727	86	4	x086_y9	x004_B14	NA
y9	B15	0.258500639	0.398076375	0.019977432	86	15	x086_y9	x015_B15	NA
y9	B16	0.65851378	0.772712882	0.007814642	86	16	x086_y9	x016_B16	NA
y9	B17	0.723936613	0.822904816	0.006245201	86	7	x086_y9	x007_B17	NA
y9	B18	0.897254573	0.936299593	-0.002283254	86	17	x086_y9	x017_B18	NA
y9	B19	0.375714141	0.527990219	0.015661957	86	10	x086_y9	x010_B19	NA
y9	B2	0.239139852	0.375889725	-0.020811707	86	25	x086_y9	x025_B2	NA
y9	B20	0.13644094	0.238334334	-0.026326776	86	8	x086_y9	x008_B20	NA
y9	B3	0.812556758	0.881959055	0.004192851	86	23	x086_y9	x023_B3	NA
y9	B4	0.161949747	0.273798289	-0.024725016	86	1	x086_y9	x001_B4	NA
y9	B5	0.30497883	0.453234528	-0.018136777	86	5	x086_y9	x005_B5	NA
y9	B6	0.349613636	0.501299628	-0.016537359	86	13	x086_y9	x013_B6	NA
y9	B7	0.791881585	0.868996907	-0.004665641	86	11	x086_y9	x011_B7	NA
y9	B8	0.06407551	0.126069145	0.032731831	86	3	x086_y9	x003_B8	NA
y9	B9	0.218150811	0.349776441	0.021771869	86	12	x086_y9	x012_B9	NA
y9	C1	0.482668268	0.627519719	0.012412464	86	21	x086_y9	x021_C1	NA
y9	C10	0.586106649	0.716790975	-0.009627288	86	30	x086_y9	x030_C10	NA
y9	C11	0.905831981	0.940665638	-0.002091711	86	35	x086_y9	x035_C11	NA
y9	C12	0.841072487	0.900645436	0.003545579	86	29	x086_y9	x029_C12	NA
y9	C13	0.593870679	0.72289436	0.009428359	86	33	x086_y9	x033_C13	NA
y9	C14	0.785449431	0.865264487	0.004813395	86	31	x086_y9	x031_C14	NA
y9	C15	0.307696896	0.456704895	0.01803516	86	40	x086_y9	x040_C15	NA
y9	C16	0.807162167	0.878587776	0.00431591	86	37	x086_y9	x037_C16	NA
y9	C17	0.568245662	0.70297828	-0.010089642	86	39	x086_y9	x039_C17	NA
y9	C18	0.896906779	0.936099607	-0.002291027	86	36	x086_y9	x036_C18	NA
y9	C19	0.491775061	0.635523064	-0.012155592	86	41	x086_y9	x041_C19	NA
y9	C2	0.652272025	0.767839821	-0.007967442	86	19	x086_y9	x019_C2	NA
y9	C20	0.911555817	0.94388452	0.001964029	86	38	x086_y9	x038_C20	NA
y9	C3	0.912694925	0.944194319	0.001938631	86	22	x086_y9	x022_C3	NA
y9	C4	0.133222755	0.233666009	0.026544807	86	20	x086_y9	x020_C4	NA
y9	C5	0.399316157	0.552608578	-0.014902169	86	24	x086_y9	x024_C5	NA
y9	C6	0.299121747	0.446300366	0.01835781	86	18	x086_y9	x018_C6	NA
y9	C7	0.726229599	0.824260971	-0.006191146	86	34	x086_y9	x034_C7	NA
y9	C8	0.347843245	0.499956906	0.016598206	86	28	x086_y9	x028_C8	NA
y9	C9	0.688120563	0.797927036	0.007097513	86	32	x086_y9	x032_C9	NA
y9	D1	0	0	-0.308539867	86	51	x086_y9	x051_D1	0
y9	D10	4.66E-06	1.52E-05	0.080841072	86	77	x086_y9	x077_D10	0.0000152
y9	D11	0	0	-0.156316668	86	88	x086_y9	x088_D11	0
y9	D12	6.22E-15	3.11E-14	-0.13728869	86	76	x086_y9	x076_D12	3.11E-14
y9	D13	0	0	0.163899407	86	90	x086_y9	x090_D13	0
y9	D14	0.000140645	0.000412709	0.067239039	86	78	x086_y9	x078_D14	0.000412709
y9	D15	0.000482504	0.001346027	-0.061655868	86	105	x086_y9	x105_D15	0.001346027
y9	D16	0.011233943	0.026134065	0.044806831	86	109	x086_y9	x109_D16	0.026134065
y9	D17	1.01E-07	3.65E-07	0.093931772	86	106	x086_y9	x106_D17	0.000000365
y9	D18	0.592135834	0.721661785	-0.009472704	86	108	x086_y9	x108_D18	NA
y9	D19	0.053063846	0.106536423	-0.034193717	86	107	x086_y9	x107_D19	NA
y9	D2	0	0	-0.179538608	86	70	x086_y9	x070_D2	0
y9	D20	0.00386783	0.009617436	0.051044948	86	110	x086_y9	x110_D20	0.009617436
y9	D3	8.30E-06	2.67E-05	0.07868965	86	50	x086_y9	x050_D3	0.0000267
y9	D4	0.098826671	0.182690685	0.029178835	86	102	x086_y9	x102_D4	NA
y9	D5	0.045626667	0.093196548	-0.03533192	86	103	x086_y9	x103_D5	NA
y9	D6	0	0	-0.263455957	86	67	x086_y9	x067_D6	0
y9	D7	1.29E-14	6.37E-14	-0.135618314	86	104	x086_y9	x104_D7	6.37E-14
y9	D8	2.31E-06	7.71E-06	-0.083384074	86	75	x086_y9	x075_D8	0.00000771
y9	D9	0	0	0.211807966	86	89	x086_y9	x089_D9	0
y9	x1	1.23E-05	3.88E-05	0.077194162	86	59	x086_y9	x059_x1	0.0000388
y9	x10	0.180734215	0.299806757	-0.023663756	86	65	x086_y9	x065_x10	NA
y9	x11	1.84E-13	8.66E-13	0.129585162	86	27	x086_y9	x027_x11	8.66E-13
y9	x12	0.003736376	0.009317626	0.051236536	86	66	x086_y9	x066_x12	0.009317626
y9	x13	0.001172019	0.003124169	-0.057340939	86	49	x086_y9	x049_x13	0.003124169
y9	x14	0.974123864	0.98314353	0.000573538	86	73	x086_y9	x073_x14	NA
y9	x15	0.323137677	0.473182798	-0.01746884	86	74	x086_y9	x074_x15	NA
y9	x2	1.29E-07	4.60E-07	0.093163051	86	60	x086_y9	x060_x2	0.00000046
y9	x3	0.056722096	0.112935557	-0.033682186	86	61	x086_y9	x061_x3	NA
y9	x4	0.000393681	0.00110544	0.062607892	86	62	x086_y9	x062_x4	0.00110544
y9	x5	0	0	-0.162700117	86	57	x086_y9	x057_x5	0
y9	x6	0	0	-0.157484889	86	58	x086_y9	x058_x6	0
y9	x7	0.710827331	0.814098088	-0.006555377	86	71	x086_y9	x071_x7	NA
y9	x8	0.556675314	0.693386352	-0.010392859	86	72	x086_y9	x072_x8	NA
y9	x9	0.009582948	0.022467647	0.045781177	86	48	x086_y9	x048_x9	0.022467647
y9	y1	0	0	-0.310084015	86	44	x086_y9	x044_y1	0
y9	y10	0	0	0.545172393	86	63	x086_y9	x063_y10	0
y9	y11	0	0	-0.431639016	86	52	x086_y9	x052_y11	0
y9	y12	0	0	0.441276073	86	64	x086_y9	x064_y12	0
y9	y13	0	0	0.826576293	86	87	x086_y9	x087_y13	0
y9	y14	0	0	-0.212004259	86	55	x086_y9	x055_y14	0
y9	y15	0	0	-0.256681144	86	56	x086_y9	x056_y15	0
y9	y2	0	0	-0.311842114	86	45	x086_y9	x045_y2	0
y9	y3	0	0	-0.492853373	86	46	x086_y9	x046_y3	0
y9	y4	0	0	-0.516440988	86	47	x086_y9	x047_y4	0
y9	y5	0	0	-0.306784421	86	42	x086_y9	x042_y5	0
y9	y6	0	0	-0.300688475	86	43	x086_y9	x043_y6	0
y9	y7	0	0	-0.314037204	86	53	x086_y9	x053_y7	0
y9	y8	0	0	-0.278830707	86	54	x086_y9	x054_y8	0
y9	y9	NA	NA	1	86	86	x086_y9	x086_y9	NA
y13	A1	6.29E-09	2.42E-08	-0.102439433	87	68	x087_y13	x068_A1	2.42E-08
y13	A10	5.18E-09	2.00E-08	0.103011645	87	91	x087_y13	x091_A10	0.00000002
y13	A11	7.38E-11	3.09E-10	-0.114774711	87	80	x087_y13	x080_A11	3.09E-10
y13	A12	0	0	0.160862863	87	98	x087_y13	x098_A12	0
y13	A13	7.55E-15	3.77E-14	0.136866033	87	85	x087_y13	x085_A13	3.77E-14
y13	A14	0	0	0.174350902	87	95	x087_y13	x095_A14	0
y13	A15	5.25E-06	1.71E-05	-0.080398895	87	81	x087_y13	x081_A15	0.0000171
y13	A16	8.38E-07	2.86E-06	0.086942099	87	94	x087_y13	x094_A16	0.00000286
y13	A17	0.430385713	0.58046397	0.013941995	87	79	x087_y13	x079_A17	NA
y13	A18	6.53E-14	3.13E-13	0.131979793	87	99	x087_y13	x099_A18	3.13E-13
y13	A19	0.395749981	0.549067609	0.015015187	87	82	x087_y13	x082_A19	NA
y13	A2	0	0	0.409855783	87	100	x087_y13	x100_A2	0
y13	A20	0.000607959	0.001678818	0.060558308	87	96	x087_y13	x096_A20	0.001678818
y13	A3	0	0	0.150733769	87	69	x087_y13	x069_A3	0
y13	A4	0.889470992	0.930444704	-0.002457302	87	92	x087_y13	x092_A4	NA
y13	A5	1.91E-07	6.76E-07	-0.091885544	87	101	x087_y13	x101_A5	0.000000676
y13	A6	0.016319436	0.036963595	0.042447135	87	97	x087_y13	x097_A6	0.036963595
y13	A7	7.46E-08	2.70E-07	0.094910458	87	84	x087_y13	x084_A7	0.00000027
y13	A8	0	0	0.207452446	87	93	x087_y13	x093_A8	0
y13	A9	0.023063891	0.050555037	0.040163495	87	83	x087_y13	x083_A9	NA
y13	B1	0.00030245	0.000858516	0.063822664	87	26	x087_y13	x026_B1	0.000858516
y13	B10	0.765369749	0.852385593	0.005276869	87	2	x087_y13	x002_B10	NA
y13	B11	0.1124705	0.203493958	0.028058805	87	6	x087_y13	x006_B11	NA
y13	B12	0.687470534	0.797568765	-0.007113129	87	14	x087_y13	x014_B12	NA
y13	B13	0.374309885	0.526634067	0.015708072	87	9	x087_y13	x009_B13	NA
y13	B14	0.826591167	0.890780882	0.003873639	87	4	x087_y13	x004_B14	NA
y13	B15	0.153743746	0.262188484	0.025217891	87	15	x087_y13	x015_B15	NA
y13	B16	0.882115865	0.925732231	0.002621988	87	16	x087_y13	x016_B16	NA
y13	B17	0.653861371	0.769361907	0.007928479	87	7	x087_y13	x007_B17	NA
y13	B18	0.994572821	0.996734213	-0.000120272	87	17	x087_y13	x017_B18	NA
y13	B19	0.094089931	0.17523117	0.029596532	87	10	x087_y13	x010_B19	NA
y13	B2	5.30E-07	1.83E-06	-0.088501848	87	25	x087_y13	x025_B2	0.00000183
y13	B20	0.057750607	0.114868908	-0.033543326	87	8	x087_y13	x008_B20	NA
y13	B3	0.026198273	0.056822954	-0.039296087	87	23	x087_y13	x023_B3	NA
y13	B4	0.703241665	0.808269513	-0.006735779	87	1	x087_y13	x001_B4	NA
y13	B5	0.374803369	0.527187669	-0.015691854	87	5	x087_y13	x005_B5	NA
y13	B6	0.608662066	0.732128629	-0.009052624	87	13	x087_y13	x013_B6	NA
y13	B7	0.643850036	0.760430911	-0.008174565	87	11	x087_y13	x011_B7	NA
y13	B8	0.431204257	0.581306391	0.013917258	87	3	x087_y13	x003_B8	NA
y13	B9	0.201694143	0.328485842	0.022572199	87	12	x087_y13	x012_B9	NA
y13	C1	0.054178487	0.108398519	-0.034034822	87	21	x087_y13	x021_C1	NA
y13	C10	0.559753346	0.695774686	-0.0103119	87	30	x087_y13	x030_C10	NA
y13	C11	0.320281959	0.470034356	0.01757222	87	35	x087_y13	x035_C11	NA
y13	C12	0.62938661	0.747875599	-0.008532918	87	29	x087_y13	x029_C12	NA
y13	C13	0.634117974	0.752183865	0.008415313	87	33	x087_y13	x033_C13	NA
y13	C14	0.409303284	0.561889898	0.014588848	87	31	x087_y13	x031_C14	NA
y13	C15	0.28378194	0.428424258	0.018950766	87	40	x087_y13	x040_C15	NA
y13	C16	0.345176799	0.497436276	0.016690223	87	37	x087_y13	x037_C16	NA
y13	C17	0.35899954	0.511224373	0.016217986	87	39	x087_y13	x039_C17	NA
y13	C18	0.555505922	0.692521288	0.010423673	87	36	x087_y13	x036_C18	NA
y13	C19	0.416699915	0.568917328	-0.014359719	87	41	x087_y13	x041_C19	NA
y13	C2	0.625667774	0.745256965	0.008625621	87	19	x087_y13	x019_C2	NA
y13	C20	0.643493133	0.760295888	-0.008183367	87	38	x087_y13	x038_C20	NA
y13	C3	0.939118273	0.961313444	-0.001350503	87	22	x087_y13	x022_C3	NA
y13	C4	0.040454215	0.084034309	0.036219578	87	20	x087_y13	x020_C4	NA
y13	C5	0.018903019	0.04239566	0.041489091	87	24	x087_y13	x024_C5	0.04239566
y13	C6	0.841058792	0.900645436	0.003545888	87	18	x087_y13	x018_C6	NA
y13	C7	0.576593402	0.708916621	0.009872711	87	34	x087_y13	x034_C7	NA
y13	C8	0.741272857	0.835796648	0.005837923	87	28	x087_y13	x028_C8	NA
y13	C9	0.129915974	0.228937761	0.026773129	87	32	x087_y13	x032_C9	NA
y13	D1	0	0	-0.304062068	87	51	x087_y13	x051_D1	0
y13	D10	0.000178846	0.000519898	0.066183977	87	77	x087_y13	x077_D10	0.000519898
y13	D11	0	0	-0.173782453	87	88	x087_y13	x088_D11	0
y13	D12	3.11E-15	1.58E-14	-0.138757065	87	76	x087_y13	x076_D12	1.58E-14
y13	D13	0	0	0.156636879	87	90	x087_y13	x090_D13	0
y13	D14	7.84E-05	0.000235415	0.069743633	87	78	x087_y13	x078_D14	0.000235415
y13	D15	0.000201427	0.000581114	-0.065656267	87	105	x087_y13	x105_D15	0.000581114
y13	D16	0.113416402	0.204900787	0.027985223	87	109	x087_y13	x109_D16	NA
y13	D17	1.50E-05	4.70E-05	0.076433271	87	106	x087_y13	x106_D17	0.000047
y13	D18	0.53197812	0.672403296	-0.011050606	87	108	x087_y13	x108_D18	NA
y13	D19	0.130316529	0.22944129	-0.026745234	87	107	x087_y13	x107_D19	NA
y13	D2	0	0	-0.153310701	87	70	x087_y13	x070_D2	0
y13	D20	0.00785872	0.018747723	0.046973735	87	110	x087_y13	x110_D20	0.018747723
y13	D3	3.27E-06	1.08E-05	0.082136743	87	50	x087_y13	x050_D3	0.0000108
y13	D4	0.211169058	0.340769448	0.022105884	87	102	x087_y13	x102_D4	NA
y13	D5	0.003754074	0.009357868	-0.051210389	87	103	x087_y13	x103_D5	0.009357868
y13	D6	0	0	-0.24954772	87	67	x087_y13	x067_D6	0
