Trait1	Trait2	pval	BH	rho	order1	order2	order_var1	order_var2	BH.NA
A15	x12	0.001312747	0.003477648	-0.056769006	81	66	x081_A15	x066_x12	0.003477648
A15	x13	7.96E-13	3.62E-12	-0.126127556	81	49	x081_A15	x049_x13	3.62E-12
A15	x14	1.24E-08	4.70E-08	-0.100423157	81	73	x081_A15	x073_x14	0.000000047
A15	x15	1.79E-07	6.34E-07	-0.092101641	81	74	x081_A15	x074_x15	0.000000634
A15	x2	0.03310816	0.070309395	-0.037662499	81	60	x081_A15	x060_x2	NA
A15	x3	0.007049419	0.016951973	-0.047616635	81	61	x081_A15	x061_x3	0.016951973
A15	x4	0.053050817	0.106536423	0.034195591	81	62	x081_A15	x062_x4	NA
A15	x5	0.115240774	0.207281259	0.027844658	81	57	x081_A15	x057_x5	NA
A15	x6	0.006970409	0.016776112	0.0476829	81	58	x081_A15	x058_x6	0.016776112
A15	x7	4.00E-07	1.39E-06	0.089445882	81	71	x081_A15	x071_x7	0.00000139
A15	x8	1.48E-08	5.59E-08	0.099888571	81	72	x081_A15	x072_x8	5.59E-08
A15	x9	2.27E-13	1.07E-12	0.129092187	81	48	x081_A15	x048_x9	1.07E-12
A15	y1	0	0	0.208352476	81	44	x081_A15	x044_y1	0
A15	y10	0.743737588	0.83718764	0.005780275	81	63	x081_A15	x063_y10	NA
A15	y11	0	0	-0.150127381	81	52	x081_A15	x052_y11	0
A15	y12	0.632486684	0.750843103	0.008455819	81	64	x081_A15	x064_y12	NA
A15	y13	5.25E-06	1.71E-05	-0.080398895	81	87	x081_A15	x087_y13	0.0000171
A15	y14	0.00010451	0.000309096	-0.068522595	81	55	x081_A15	x055_y14	0.000309096
A15	y15	6.69E-05	0.000201762	-0.070410386	81	56	x081_A15	x056_y15	0.000201762
A15	y2	0	0	0.20979102	81	45	x081_A15	x045_y2	0
A15	y3	0	0	0.183100611	81	46	x081_A15	x046_y3	0
A15	y4	0	0	0.183885455	81	47	x081_A15	x047_y4	0
A15	y5	0	0	0.21362263	81	42	x081_A15	x042_y5	0
A15	y6	0	0	0.212933302	81	43	x081_A15	x043_y6	0
A15	y7	9.81E-05	0.000290647	-0.068794318	81	53	x081_A15	x053_y7	0.000290647
A15	y8	0.000178907	0.000519898	-0.066182472	81	54	x081_A15	x054_y8	0.000519898
A15	y9	1.51E-05	4.74E-05	-0.076400407	81	86	x081_A15	x086_y9	0.0000474
A19	A1	0	0	-0.171914414	82	68	x082_A19	x068_A1	0
A19	A10	0	0	-0.146188274	82	91	x082_A19	x091_A10	0
A19	A11	0	0	0.184235886	82	80	x082_A19	x080_A11	0
A19	A12	0.474061508	0.619847054	0.012657663	82	98	x082_A19	x098_A12	NA
A19	A13	0	0	0.399995178	82	85	x082_A19	x085_A13	0
A19	A14	0.042634775	0.087986763	-0.035834305	82	95	x082_A19	x095_A14	NA
A19	A15	0	0	0.326228887	82	81	x082_A19	x081_A15	0
A19	A16	0	0	-0.227731347	82	94	x082_A19	x094_A16	0
A19	A17	0	0	0.271355301	82	79	x082_A19	x079_A17	0
A19	A18	0.032376564	0.068926669	0.037820779	82	99	x082_A19	x099_A18	NA
A19	A19	NA	NA	1	82	82	x082_A19	x082_A19	NA
A19	A2	5.15E-11	2.18E-10	0.11571572	82	100	x082_A19	x100_A2	2.18E-10
A19	A20	0.585175199	0.716090083	-0.009651235	82	96	x082_A19	x096_A20	NA
A19	A3	0	0	0.184455663	82	69	x082_A19	x069_A3	0
A19	A4	0.001684351	0.004409468	-0.055493843	82	92	x082_A19	x092_A4	0.004409468
A19	A5	0.902231538	0.938720509	0.002172082	82	101	x082_A19	x101_A5	NA
A19	A6	0.000154232	0.000451255	-0.066835895	82	97	x082_A19	x097_A6	0.000451255
A19	A7	0	0	0.246785715	82	84	x082_A19	x084_A7	0
A19	A8	0.134828238	0.235723326	-0.026435534	82	93	x082_A19	x093_A8	NA
A19	A9	0	0	0.227220938	82	83	x082_A19	x083_A9	0
A19	B1	0.447121436	0.594626066	0.01344151	82	26	x082_A19	x026_B1	NA
A19	B10	0.477403599	0.622722928	-0.012562163	82	2	x082_A19	x002_B10	NA
A19	B11	0.945737709	0.965085657	0.001203427	82	6	x082_A19	x006_B11	NA
A19	B12	0.272388119	0.414458572	-0.019405371	82	14	x082_A19	x014_B12	NA
A19	B13	0.000221116	0.000635166	0.065239668	82	9	x082_A19	x009_B13	0.000635166
A19	B14	0.929832584	0.955656839	-0.00155698	82	4	x082_A19	x004_B14	NA
A19	B15	0.767894773	0.854406852	0.005218394	82	15	x082_A19	x015_B15	NA
A19	B16	0.910871066	0.943610168	-0.001979298	82	16	x082_A19	x016_B16	NA
A19	B17	0.019671287	0.043937916	0.041226346	82	7	x082_A19	x007_B17	0.043937916
A19	B18	0.470757488	0.616333509	-0.012752439	82	17	x082_A19	x017_B18	NA
A19	B19	0.21929921	0.351241988	0.021717668	82	10	x082_A19	x010_B19	NA
A19	B2	0.607986858	0.731830228	0.009069686	82	25	x082_A19	x025_B2	NA
A19	B20	0.164460764	0.27708206	0.024577975	82	8	x082_A19	x008_B20	NA
A19	B3	0.579740946	0.711327665	0.009791302	82	23	x082_A19	x023_B3	NA
A19	B4	0.350939555	0.502479731	-0.016491916	82	1	x082_A19	x001_B4	NA
A19	B5	0.256247295	0.395369467	-0.02007224	82	5	x082_A19	x005_B5	NA
A19	B6	0.249499252	0.38689809	-0.020359674	82	13	x082_A19	x013_B6	NA
A19	B7	0.000342014	0.000966247	0.06325876	82	11	x082_A19	x011_B7	0.000966247
A19	B8	0.815208786	0.883899903	0.00413243	82	3	x082_A19	x003_B8	NA
A19	B9	0.40179586	0.554504185	0.014823941	82	12	x082_A19	x012_B9	NA
A19	C1	0.676718946	0.787447609	-0.007372236	82	21	x082_A19	x021_C1	NA
A19	C10	0.757167995	0.847344061	-0.005467209	82	30	x082_A19	x030_C10	NA
A19	C11	0.285522163	0.430617703	-0.018882429	82	35	x082_A19	x035_C11	NA
A19	C12	0.370882467	0.523285571	0.015821079	82	29	x082_A19	x029_C12	NA
A19	C13	0.399866641	0.552608755	0.014884777	82	33	x082_A19	x033_C13	NA
A19	C14	0.118970155	0.213157823	-0.02756267	82	31	x082_A19	x031_C14	NA
A19	C15	0.377524456	0.529789119	0.015602663	82	40	x082_A19	x040_C15	NA
A19	C16	0.527206421	0.668910581	0.011179441	82	37	x082_A19	x037_C16	NA
A19	C17	0.002206133	0.005678733	-0.054084077	82	39	x082_A19	x039_C17	0.005678733
A19	C18	0.107097757	0.195330409	0.028486272	82	36	x082_A19	x036_C18	NA
A19	C19	0.020905821	0.046384307	0.040822327	82	41	x082_A19	x041_C19	0.046384307
A19	C2	0.870820021	0.91848761	-0.002875357	82	19	x082_A19	x019_C2	NA
A19	C20	0.445510097	0.593757973	0.013489226	82	38	x082_A19	x038_C20	NA
A19	C3	0.359964498	0.512342631	0.016185451	82	22	x082_A19	x022_C3	NA
A19	C4	0.008260236	0.019611926	-0.04667652	82	20	x082_A19	x020_C4	0.019611926
A19	C5	0.575786824	0.708360765	0.009893606	82	24	x082_A19	x024_C5	NA
A19	C6	0.085538938	0.162168218	0.030395342	82	18	x082_A19	x018_C6	NA
A19	C7	0.842681792	0.901915264	-0.003509199	82	34	x082_A19	x034_C7	NA
A19	C8	0.962675408	0.977182121	0.000827447	82	28	x082_A19	x028_C8	NA
A19	C9	0.448544897	0.596104335	-0.01339944	82	32	x082_A19	x032_C9	NA
A19	D1	0	0	-0.254801333	82	51	x082_A19	x051_D1	0
A19	D10	1.31E-08	4.95E-08	0.100264944	82	77	x082_A19	x077_D10	4.95E-08
A19	D11	0.075794219	0.145683342	-0.031388592	82	88	x082_A19	x088_D11	NA
A19	D12	2.93E-07	1.02E-06	-0.090482667	82	76	x082_A19	x076_D12	0.00000102
A19	D13	0	0	-0.196865037	82	90	x082_A19	x090_D13	0
A19	D14	1.51E-10	6.22E-10	0.112884939	82	78	x082_A19	x078_D14	6.22E-10
A19	D15	0	0	0.163016096	82	105	x082_A19	x105_D15	0
A19	D16	0	0	0.220558465	82	109	x082_A19	x109_D16	0
A19	D17	0	0	-0.285495937	82	106	x082_A19	x106_D17	0
A19	D18	0	0	-0.249037921	82	108	x082_A19	x108_D18	0
A19	D19	2.80E-10	1.15E-09	0.111214161	82	107	x082_A19	x107_D19	1.15E-09
A19	D2	1.81E-09	7.11E-09	-0.10604535	82	70	x082_A19	x070_D2	7.11E-09
A19	D20	0	0	0.281965435	82	110	x082_A19	x110_D20	0
A19	D3	7.29E-11	3.05E-10	0.114810012	82	50	x082_A19	x050_D3	3.05E-10
A19	D4	0.006204994	0.01501774	0.048362341	82	102	x082_A19	x102_D4	0.01501774
A19	D5	0	0	-0.222701058	82	103	x082_A19	x103_D5	0
A19	D6	0	0	-0.161701441	82	67	x082_A19	x067_D6	0
A19	D7	0.717172125	0.818163062	-0.006405008	82	104	x082_A19	x104_D7	NA
A19	D8	0.049485465	0.100123309	0.034723416	82	75	x082_A19	x075_D8	NA
A19	D9	8.63E-05	0.000257699	-0.069340065	82	89	x082_A19	x089_D9	0.000257699
A19	x1	0.000480108	0.001339965	-0.061679322	82	59	x082_A19	x059_x1	0.001339965
A19	x10	6.29E-11	2.64E-10	0.115197361	82	65	x082_A19	x065_x10	2.64E-10
A19	x11	0.444019436	0.592586046	0.013533455	82	27	x082_A19	x027_x11	NA
A19	x12	7.55E-15	3.77E-14	-0.136789814	82	66	x082_A19	x066_x12	3.77E-14
A19	x13	3.84E-10	1.56E-09	-0.11035537	82	49	x082_A19	x049_x13	1.56E-09
A19	x14	0	0	-0.166588351	82	73	x082_A19	x073_x14	0
A19	x15	5.33E-15	2.68E-14	-0.137526959	82	74	x082_A19	x074_x15	2.68E-14
A19	x2	0.005250929	0.012838221	-0.049323846	82	60	x082_A19	x060_x2	0.012838221
A19	x3	0.307113974	0.455955492	-0.018056903	82	61	x082_A19	x061_x3	NA
A19	x4	0.764991352	0.852385593	0.005285637	82	62	x082_A19	x062_x4	NA
A19	x5	0.265941746	0.406818261	0.019668354	82	57	x082_A19	x057_x5	NA
A19	x6	0.122434622	0.218126466	0.027306853	82	58	x082_A19	x058_x6	NA
A19	x7	0	0	0.146499023	82	71	x082_A19	x071_x7	0
A19	x8	0	0	0.174346969	82	72	x082_A19	x072_x8	0
A19	x9	2.59E-10	1.06E-09	0.111424789	82	48	x082_A19	x048_x9	1.06E-09
A19	y1	6.82E-10	2.73E-09	0.108777814	82	44	x082_A19	x044_y1	2.73E-09
A19	y10	6.57E-05	0.000198283	0.070485167	82	63	x082_A19	x063_y10	0.000198283
A19	y11	0	0	-0.219846725	82	52	x082_A19	x052_y11	0
A19	y12	4.34E-06	1.42E-05	0.081100516	82	64	x082_A19	x064_y12	0.0000142
A19	y13	0.395749981	0.549067609	0.015015187	82	87	x082_A19	x087_y13	NA
A19	y14	0.107024212	0.195255676	-0.02849224	82	55	x082_A19	x055_y14	NA
A19	y15	0.106629674	0.194772972	-0.028524311	82	56	x082_A19	x056_y15	NA
A19	y2	8.10E-11	3.38E-10	0.11453066	82	45	x082_A19	x045_y2	3.38E-10
A19	y3	2.32E-06	7.72E-06	0.083378293	82	46	x082_A19	x046_y3	0.00000772
A19	y4	1.49E-07	5.29E-07	0.092698604	82	47	x082_A19	x047_y4	0.000000529
A19	y5	1.96E-11	8.44E-11	0.118206516	82	42	x082_A19	x042_y5	8.44E-11
A19	y6	1.35E-10	5.57E-10	0.113186896	82	43	x082_A19	x043_y6	5.57E-10
A19	y7	0.570785197	0.704872178	-0.010023489	82	53	x082_A19	x053_y7	NA
A19	y8	0.546858143	0.68499022	-0.010652545	82	54	x082_A19	x054_y8	NA
A19	y9	0.941996733	0.963204915	0.001286536	82	86	x082_A19	x086_y9	NA
A9	A1	0	0	-0.304988027	83	68	x083_A9	x068_A1	0
A9	A10	0	0	0.149975941	83	91	x083_A9	x091_A10	0
A9	A11	1.33E-15	6.83E-15	0.140619785	83	80	x083_A9	x080_A11	6.83E-15
A9	A12	0	0	-0.240015298	83	98	x083_A9	x098_A12	0
A9	A13	0	0	0.346861839	83	85	x083_A9	x085_A13	0
A9	A14	0.002149412	0.005544633	0.054221522	83	95	x083_A9	x095_A14	0.005544633
A9	A15	0	0	0.276340097	83	81	x083_A9	x081_A15	0
A9	A16	9.03E-09	3.44E-08	-0.101373881	83	94	x083_A9	x094_A16	3.44E-08
A9	A17	5.50E-13	2.52E-12	0.12700963	83	79	x083_A9	x079_A17	2.52E-12
A9	A18	1.06E-06	3.61E-06	-0.086119644	83	99	x083_A9	x099_A18	0.00000361
A9	A19	0	0	0.227220938	83	82	x083_A9	x082_A19	0
A9	A2	0.008339184	0.019775874	-0.046619605	83	100	x083_A9	x100_A2	0.019775874
A9	A20	0.000623722	0.00172076	-0.060435668	83	96	x083_A9	x096_A20	0.00172076
A9	A3	0	0	0.349323094	83	69	x083_A9	x069_A3	0
A9	A4	7.66E-11	3.20E-10	0.114676617	83	92	x083_A9	x092_A4	3.2E-10
A9	A5	0	0	0.154906094	83	101	x083_A9	x101_A5	0
A9	A6	0	0	-0.321629703	83	97	x083_A9	x097_A6	0
A9	A7	0	0	0.390712261	83	84	x083_A9	x084_A7	0
A9	A8	0	0	0.216538161	83	93	x083_A9	x093_A8	0
A9	A9	NA	NA	1	83	83	x083_A9	x083_A9	NA
A9	B1	0.464859193	0.611013125	0.01292255	83	26	x083_A9	x026_B1	NA
A9	B10	0.005628747	0.013711637	0.048925601	83	2	x083_A9	x002_B10	0.013711637
A9	B11	0.787472257	0.866378451	-0.004766892	83	6	x083_A9	x006_B11	NA
A9	B12	0.009103217	0.021435108	0.046092372	83	14	x083_A9	x014_B12	0.021435108
A9	B13	0.941988837	0.963204915	0.001286712	83	9	x083_A9	x009_B13	NA
A9	B14	0.662569316	0.77595293	0.007715674	83	4	x083_A9	x004_B14	NA
A9	B15	0.067242848	0.131352517	-0.032350089	83	15	x083_A9	x015_B15	NA
A9	B16	0.845002668	0.903798571	-0.003456759	83	16	x083_A9	x016_B16	NA
A9	B17	0.790847497	0.868498029	-0.004689373	83	7	x083_A9	x007_B17	NA
A9	B18	0.718195529	0.818863103	0.006380797	83	17	x083_A9	x017_B18	NA
A9	B19	0.514990057	0.658006264	-0.011512025	83	10	x083_A9	x010_B19	NA
A9	B2	0.887448792	0.929627033	0.002502559	83	25	x083_A9	x025_B2	NA
A9	B20	0.250227689	0.387927333	-0.020328388	83	8	x083_A9	x008_B20	NA
A9	B3	0.029337838	0.062859306	-0.038512912	83	23	x083_A9	x023_B3	NA
A9	B4	0.160787023	0.272139527	-0.024793686	83	1	x083_A9	x001_B4	NA
A9	B5	0.553068618	0.690328205	-0.010488001	83	5	x083_A9	x005_B5	NA
A9	B6	0.265126198	0.405777778	0.019701935	83	13	x083_A9	x013_B6	NA
A9	B7	0.793452796	0.869765864	-0.004629598	83	11	x083_A9	x011_B7	NA
A9	B8	0.907097069	0.9409912	0.002063482	83	3	x083_A9	x003_B8	NA
A9	B9	0.248376833	0.385756246	-0.020408008	83	12	x083_A9	x012_B9	NA
A9	C1	0.07911654	0.151148393	-0.031038873	83	21	x083_A9	x021_C1	NA
A9	C10	0.468718732	0.614738306	0.012811104	83	30	x083_A9	x030_C10	NA
A9	C11	0.121884288	0.217339769	0.027347108	83	35	x083_A9	x035_C11	NA
A9	C12	0.708549823	0.812348766	0.006609468	83	29	x083_A9	x029_C12	NA
A9	C13	0.004808684	0.01183418	-0.04982429	83	33	x083_A9	x033_C13	0.01183418
A9	C14	0.224611277	0.357838056	-0.021469567	83	31	x083_A9	x031_C14	NA
A9	C15	0.034196669	0.072466959	0.037432451	83	40	x083_A9	x040_C15	NA
A9	C16	0.035375769	0.074673473	0.03719021	83	37	x083_A9	x037_C16	NA
A9	C17	0.258488916	0.398076375	-0.019977923	83	39	x083_A9	x039_C17	NA
A9	C18	0.704582659	0.809345285	-0.006703837	83	36	x083_A9	x036_C18	NA
A9	C19	0.304895978	0.453234528	0.018139884	83	41	x083_A9	x041_C19	NA
A9	C2	0.193981909	0.318085761	-0.022963692	83	19	x083_A9	x019_C2	NA
A9	C20	0.025805721	0.056052645	-0.039399635	83	38	x083_A9	x038_C20	NA
A9	C3	0.714767164	0.816040592	0.00646195	83	22	x083_A9	x022_C3	NA
A9	C4	0.560714886	0.696825403	0.010286653	83	20	x083_A9	x020_C4	NA
A9	C5	0.46199567	0.608717372	0.013005568	83	24	x083_A9	x024_C5	NA
A9	C6	0.445590846	0.593757973	-0.013486832	83	18	x083_A9	x018_C6	NA
A9	C7	0.409595069	0.56216173	-0.014579763	83	34	x083_A9	x034_C7	NA
A9	C8	0.284609982	0.429458053	0.018918214	83	28	x083_A9	x028_C8	NA
A9	C9	0.387700115	0.540526091	-0.015272585	83	32	x083_A9	x032_C9	NA
A9	D1	1.18E-08	4.46E-08	-0.100584701	83	51	x083_A9	x051_D1	4.46E-08
A9	D10	0	0	0.353699148	83	77	x083_A9	x077_D10	0
A9	D11	0	0	0.168376118	83	88	x083_A9	x088_D11	0
A9	D12	0	0	-0.183687568	83	76	x083_A9	x076_D12	0
A9	D13	0.864074178	0.913441138	-0.003026947	83	90	x083_A9	x090_D13	NA
A9	D14	9.69E-05	0.000287376	0.068846859	83	78	x083_A9	x078_D14	0.000287376
A9	D15	0.11868336	0.212707547	0.027584108	83	105	x083_A9	x105_D15	NA
A9	D16	0.638876379	0.756481116	0.008297409	83	109	x083_A9	x109_D16	NA
A9	D17	3.01E-09	1.17E-08	0.104581192	83	106	x083_A9	x106_D17	1.17E-08
A9	D18	0.279086892	0.42293375	-0.019136563	83	108	x083_A9	x108_D18	NA
A9	D19	0.084573917	0.160551181	0.030489484	83	107	x083_A9	x107_D19	NA
A9	D2	0	0	-0.220991552	83	70	x083_A9	x070_D2	0
A9	D20	0.10388683	0.190926286	-0.028749909	83	110	x083_A9	x110_D20	NA
A9	D3	1.60E-08	6.03E-08	-0.099653892	83	50	x083_A9	x050_D3	6.03E-08
A9	D4	6.05E-11	2.55E-10	0.115297928	83	102	x083_A9	x102_D4	2.55E-10
A9	D5	4.34E-08	1.60E-07	0.096605457	83	103	x083_A9	x103_D5	0.00000016
A9	D6	0	0	-0.173038408	83	67	x083_A9	x067_D6	0
A9	D7	0	0	-0.208084047	83	104	x083_A9	x104_D7	0
A9	D8	0	0	-0.303749382	83	75	x083_A9	x075_D8	0
A9	D9	5.05E-09	1.95E-08	0.103083923	83	89	x083_A9	x089_D9	1.95E-08
A9	x1	0.264826135	0.405629197	0.019714309	83	59	x083_A9	x059_x1	NA
A9	x10	0	0	0.301741987	83	65	x083_A9	x065_x10	0
A9	x11	0.691380662	0.799441387	0.007019277	83	27	x083_A9	x027_x11	NA
A9	x12	0	0	-0.308262795	83	66	x083_A9	x066_x12	0
A9	x13	4.88E-15	2.46E-14	0.137772679	83	49	x083_A9	x049_x13	2.46E-14
A9	x14	1.48E-13	6.99E-13	-0.130091116	83	73	x083_A9	x073_x14	6.99E-13
A9	x15	4.34E-13	2.00E-12	-0.127571151	83	74	x083_A9	x074_x15	2E-12
A9	x2	0.007559613	0.018113461	0.047204114	83	60	x083_A9	x060_x2	0.018113461
A9	x3	0.496833881	0.640404024	0.012014003	83	61	x083_A9	x061_x3	NA
A9	x4	0.128666735	0.227003259	-0.026860557	83	62	x083_A9	x062_x4	NA
A9	x5	1.73E-05	5.40E-05	-0.075880982	83	57	x083_A9	x057_x5	0.000054
A9	x6	0.001500468	0.003952244	-0.056088373	83	58	x083_A9	x058_x6	0.003952244
A9	x7	4.44E-16	2.30E-15	0.143568918	83	71	x083_A9	x071_x7	2.3E-15
A9	x8	0	0	0.145716831	83	72	x083_A9	x072_x8	0
A9	x9	1.78E-15	9.07E-15	-0.140152737	83	48	x083_A9	x048_x9	9.07E-15
A9	y1	0.002051211	0.00530959	0.05446754	83	44	x083_A9	x044_y1	0.00530959
A9	y10	0	0	0.27652204	83	63	x083_A9	x063_y10	0
A9	y11	3.01E-06	9.98E-06	-0.082431205	83	52	x083_A9	x052_y11	0.00000998
A9	y12	0	0	0.272563607	83	64	x083_A9	x064_y12	0
A9	y13	0.023063891	0.050555037	0.040163495	83	87	x083_A9	x087_y13	NA
A9	y14	0	0	-0.260888934	83	55	x083_A9	x055_y14	0
A9	y15	0	0	-0.316335022	83	56	x083_A9	x056_y15	0
A9	y2	0.002482094	0.006345481	0.053458355	83	45	x083_A9	x045_y2	0.006345481
A9	y3	0.70137906	0.806437948	-0.006780182	83	46	x083_A9	x046_y3	NA
A9	y4	0.788400949	0.867081946	-0.004745554	83	47	x083_A9	x047_y4	NA
A9	y5	0.001404982	0.003710513	0.056424107	83	42	x083_A9	x042_y5	0.003710513
A9	y6	0.001052897	0.002825478	0.057877012	83	43	x083_A9	x043_y6	0.002825478
A9	y7	0	0	-0.306848586	83	53	x083_A9	x053_y7	0
A9	y8	0	0	-0.263669431	83	54	x083_A9	x054_y8	0
A9	y9	0.049514356	0.100147964	0.034719013	83	86	x083_A9	x086_y9	NA
A7	A1	0	0	-0.222465605	84	68	x084_A7	x068_A1	0
A7	A10	0	0	-0.245374203	84	91	x084_A7	x091_A10	0
A7	A11	4.98E-10	2.01E-09	0.109644175	84	80	x084_A7	x080_A11	2.01E-09
A7	A12	0.016817967	0.038017991	-0.042252388	84	98	x084_A7	x098_A12	0.038017991
A7	A13	0	0	0.409783512	84	85	x084_A7	x085_A13	0
A7	A14	0.232612002	0.367944315	0.021103678	84	95	x084_A7	x095_A14	NA
A7	A15	1.91E-14	9.39E-14	0.134771645	84	81	x084_A7	x081_A15	9.39E-14
A7	A16	9.72E-11	4.04E-10	-0.114049055	84	94	x084_A7	x094_A16	4.04E-10
A7	A17	2.80E-12	1.25E-11	0.12307626	84	79	x084_A7	x079_A17	1.25E-11
A7	A18	0.834413954	0.897029712	-0.003696263	84	99	x084_A7	x099_A18	NA
A7	A19	0	0	0.246785715	84	82	x084_A7	x082_A19	0
A7	A2	9.48E-12	4.11E-11	0.120051384	84	100	x084_A7	x100_A2	4.11E-11
A7	A20	0.125776571	0.222954034	0.027065385	84	96	x084_A7	x096_A20	NA
A7	A3	0	0	0.377541542	84	69	x084_A7	x069_A3	0
A7	A4	0	0	-0.174041003	84	92	x084_A7	x092_A4	0
A7	A5	0.002680943	0.006821839	-0.053045798	84	101	x084_A7	x101_A5	0.006821839
A7	A6	2.24E-13	1.05E-12	-0.129124746	84	97	x084_A7	x097_A6	1.05E-12
A7	A7	NA	NA	1	84	84	x084_A7	x084_A7	NA
A7	A8	4.44E-16	2.30E-15	0.142276958	84	93	x084_A7	x093_A8	2.3E-15
A7	A9	0	0	0.390712261	84	83	x084_A7	x083_A9	0
A7	B1	0.116112704	0.208661769	0.027778095	84	26	x084_A7	x026_B1	NA
A7	B10	0.041216685	0.085499664	0.036082905	84	2	x084_A7	x002_B10	NA
A7	B11	0.760133945	0.848761967	-0.005398305	84	6	x084_A7	x006_B11	NA
A7	B12	0.057988611	0.115265824	0.033511486	84	14	x084_A7	x014_B12	NA
A7	B13	0.610239193	0.733437042	0.009012804	84	9	x084_A7	x009_B13	NA
A7	B14	0.454137778	0.601935878	0.01323487	84	4	x084_A7	x004_B14	NA
A7	B15	0.169656471	0.284103504	-0.024279006	84	15	x084_A7	x015_B15	NA
A7	B16	0.840594986	0.900645436	0.003556376	84	16	x084_A7	x016_B16	NA
A7	B17	0.190777557	0.313612993	0.023129711	84	7	x084_A7	x007_B17	NA
A7	B18	0.057126285	0.113664812	0.033627369	84	17	x084_A7	x017_B18	NA
A7	B19	0.902640484	0.938948407	-0.002162951	84	10	x084_A7	x010_B19	NA
A7	B2	0.02046135	0.045532959	0.04096533	84	25	x084_A7	x025_B2	0.045532959
A7	B20	0.836901452	0.898080093	-0.003639939	84	8	x084_A7	x008_B20	NA
A7	B3	0.035387379	0.074673473	-0.037187859	84	23	x084_A7	x023_B3	NA
A7	B4	0.815340528	0.883899903	0.004129429	84	1	x084_A7	x001_B4	NA
A7	B5	0.616095925	0.737518984	0.008865329	84	5	x084_A7	x005_B5	NA
A7	B6	0.029057194	0.062324822	0.0385799	84	13	x084_A7	x013_B6	NA
A7	B7	0.838425453	0.898968523	-0.00360545	84	11	x084_A7	x011_B7	NA
A7	B8	0.189747265	0.312423744	0.023183526	84	3	x084_A7	x003_B8	NA
A7	B9	0.240279915	0.377286038	0.020761294	84	12	x084_A7	x012_B9	NA
A7	C1	0.706202949	0.810528876	-0.006665272	84	21	x084_A7	x021_C1	NA
A7	C10	0.844404902	0.903320376	-0.003470262	84	30	x084_A7	x030_C10	NA
A7	C11	0.685783264	0.795986576	0.007153689	84	35	x084_A7	x035_C11	NA
A7	C12	0.125460991	0.222526225	0.027087972	84	29	x084_A7	x029_C12	NA
A7	C13	0.039807547	0.082834518	-0.036337215	84	33	x084_A7	x033_C13	NA
A7	C14	0.361822182	0.514134541	-0.016122971	84	31	x084_A7	x031_C14	NA
A7	C15	0.917987565	0.947217806	0.001820677	84	40	x084_A7	x040_C15	NA
A7	C16	0.069698516	0.135049322	0.032064177	84	37	x084_A7	x037_C16	NA
A7	C17	0.381878487	0.534398116	-0.015460768	84	39	x084_A7	x039_C17	NA
A7	C18	0.417419789	0.569381487	0.014337548	84	36	x084_A7	x036_C18	NA
A7	C19	0.515157667	0.658080165	-0.011507435	84	41	x084_A7	x041_C19	NA
A7	C2	0.780789485	0.862190636	-0.004920648	84	19	x084_A7	x019_C2	NA
A7	C20	0.00502361	0.01232505	-0.049576107	84	38	x084_A7	x038_C20	0.01232505
A7	C3	0.755190615	0.845446823	-0.005513192	84	22	x084_A7	x022_C3	NA
A7	C4	0.599786709	0.727368268	-0.009277577	84	20	x084_A7	x020_C4	NA
A7	C5	0.089994639	0.169180891	0.029971473	84	24	x084_A7	x024_C5	NA
A7	C6	0.747363968	0.839663978	0.005695569	84	18	x084_A7	x018_C6	NA
A7	C7	0.995503113	0.997333082	-9.97E-05	84	34	x084_A7	x034_C7	NA
A7	C8	0.807089781	0.878587776	0.004317563	84	28	x084_A7	x028_C8	NA
A7	C9	0.685453729	0.795758154	0.007161615	84	32	x084_A7	x032_C9	NA
A7	D1	0	0	-0.271912485	84	51	x084_A7	x051_D1	0
A7	D10	4.88E-13	2.24E-12	0.127296165	84	77	x084_A7	x077_D10	2.24E-12
A7	D11	0.343001606	0.494896421	-0.016765622	84	88	x084_A7	x088_D11	NA
A7	D12	2.22E-16	1.16E-15	-0.144563526	84	76	x084_A7	x076_D12	1.16E-15
A7	D13	0.028423965	0.061119681	0.038733117	84	90	x084_A7	x090_D13	NA
A7	D14	0.019075246	0.042728371	0.041429389	84	78	x084_A7	x078_D14	0.042728371
A7	D15	0.029937366	0.064029435	0.038371634	84	105	x084_A7	x105_D15	NA
A7	D16	1.15E-14	5.73E-14	0.135900944	84	109	x084_A7	x109_D16	5.73E-14
A7	D17	0.000472484	0.001319916	0.061754674	84	106	x084_A7	x106_D17	0.001319916
A7	D18	3.73E-14	1.80E-13	-0.133260518	84	108	x084_A7	x108_D18	1.8E-13
A7	D19	0.856432444	0.909210643	0.003198939	84	107	x084_A7	x107_D19	NA
A7	D2	0	0	-0.203776002	84	70	x084_A7	x070_D2	0
A7	D20	0.001532875	0.004032288	0.055978894	84	110	x084_A7	x110_D20	0.004032288
A7	D3	0	0	0.188417301	84	50	x084_A7	x050_D3	0
A7	D4	2.41E-12	1.08E-11	0.123444259	84	102	x084_A7	x102_D4	1.08E-11
A7	D5	0	0	-0.23608835	84	103	x084_A7	x103_D5	0
A7	D6	0	0	-0.406908184	84	67	x084_A7	x067_D6	0
A7	D7	1.11E-15	5.71E-15	0.140894398	84	104	x084_A7	x104_D7	5.71E-15
